"filename", "language", "TypeScript", "JSON with Comments", "YAML", "JSON", "Vue", "Markdown", "CSS", "HTML", "JavaScript", "TypeScript JSX", "Skill", "SCSS", "JavaScript JSX", "comment", "blank", "total"
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\visual-props.ts", "TypeScript", -194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -230
"e:\enLearn\packages\lowcode-framework\src\visual-editor\plugins\command.plugin.ts", "TypeScript", -120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -11, -157
"e:\enLearn\packages\lowcode-framework\src\visual-editor\plugins\event.ts", "TypeScript", -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -18
"e:\enLearn\packages\lowcode-framework\src\visual-editor\plugins\keyboard-code.ts", "TypeScript", -65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -72
"e:\enLearn\packages\lowcode-framework\src\visual-editor\types\index.d.ts", "TypeScript", -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -8, -53
"e:\enLearn\packages\lowcode-framework\src\visual-editor\utils\defer.ts", "TypeScript", -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -23
"e:\enLearn\packages\lowcode-framework\src\visual-editor\utils\dialog-service.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -126, 0, 0, 0, 0, -12, -138
"e:\enLearn\packages\lowcode-framework\src\visual-editor\utils\index.ts", "TypeScript", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -3, -20
"e:\enLearn\packages\lowcode-framework\src\visual-editor\utils\is.ts", "TypeScript", -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -100
"e:\enLearn\packages\lowcode-framework\src\visual-editor\visual-editor.utils.ts", "TypeScript", -291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -103, -23, -417
"e:\enLearn\packages\lowcode-framework\src\visual-editor\visual.command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -232, -1, -233
"e:\enLearn\packages\lowcode-framework\src\visual.config.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, -3, -2, -35
"e:\enLearn\packages\lowcode-framework\tsconfig.json", "JSON with Comments", 0, -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -50
"e:\enLearn\packages\table-advanced-filter-plugin\README.md", "Markdown", 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, -10, -45
"e:\enLearn\packages\table-advanced-filter-plugin\package.json", "JSON", 0, 0, 0, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -44
"e:\enLearn\packages\table-advanced-filter-plugin\scripts\copy-style.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -2, -5
"e:\enLearn\packages\table-advanced-filter-plugin\src\augmentations.ts", "TypeScript", -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -12
"e:\enLearn\packages\table-advanced-filter-plugin\src\column-adapter.ts", "TypeScript", -194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -18, -215
"e:\enLearn\packages\table-advanced-filter-plugin\src\filter-engine.ts", "TypeScript", -246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -268
"e:\enLearn\packages\table-advanced-filter-plugin\src\hook.ts", "TypeScript", -206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -219
"e:\enLearn\packages\table-advanced-filter-plugin\src\index.ts", "TypeScript", -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -33
"e:\enLearn\packages\table-advanced-filter-plugin\src\options.ts", "TypeScript", -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -78
"e:\enLearn\packages\table-advanced-filter-plugin\src\renderer.ts", "TypeScript", -947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -58, -1006
"e:\enLearn\packages\table-advanced-filter-plugin\src\runtime.ts", "TypeScript", -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -42
"e:\enLearn\packages\table-advanced-filter-plugin\src\style\index.css", "CSS", 0, 0, 0, 0, 0, 0, -405, 0, 0, 0, 0, 0, 0, 0, -61, -466
"e:\enLearn\packages\table-advanced-filter-plugin\src\types.ts", "TypeScript", -114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -13, -128
"e:\enLearn\packages\table-advanced-filter-plugin\tests\filter-engine.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, -129, 0, 0, 0, 0, 0, -13, -142
"e:\enLearn\packages\table-advanced-filter-plugin\tests\plugin-contract.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, -203, 0, 0, 0, 0, 0, -19, -222
"e:\enLearn\packages\table-advanced-filter-plugin\tsconfig.json", "JSON with Comments", 0, -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -23
"e:\enLearn\packages\table-search-plugin\README.md", "Markdown", 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 0, -8, -32
"e:\enLearn\packages\table-search-plugin\package.json", "JSON", 0, 0, 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -42
"e:\enLearn\packages\table-search-plugin\scripts\copy-style.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -2, -5
"e:\enLearn\packages\table-search-plugin\src\augmentations.ts", "TypeScript", -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -19
"e:\enLearn\packages\table-search-plugin\src\hook.ts", "TypeScript", -66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -72
"e:\enLearn\packages\table-search-plugin\src\index.ts", "TypeScript", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -29
"e:\enLearn\packages\table-search-plugin\src\panel.ts", "TypeScript", -1050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -94, -1144
"e:\enLearn\packages\table-search-plugin\src\search.ts", "TypeScript", -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -74
"e:\enLearn\packages\table-search-plugin\src\style\index.css", "CSS", 0, 0, 0, 0, 0, 0, -235, 0, 0, 0, 0, 0, 0, 0, -39, -274
"e:\enLearn\packages\table-search-plugin\src\types.ts", "TypeScript", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -46
"e:\enLearn\packages\table-search-plugin\tests\plugin-contract.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, -80, 0, 0, 0, 0, 0, -11, -91
"e:\enLearn\packages\table-search-plugin\tsconfig.json", "JSON with Comments", 0, -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -23
"e:\enLearn\packages\tldraw-vue\.yarnrc.yml", "YAML", 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"e:\enLearn\packages\tldraw-vue\PLUGIN_DEVELOPMENT_PLAN.md", "Markdown", 0, 0, 0, 0, 0, -130, 0, 0, 0, 0, 0, 0, 0, 0, -41, -171
"e:\enLearn\packages\tldraw-vue\README.md", "Markdown", 0, 0, 0, 0, 0, -56, 0, 0, 0, 0, 0, 0, 0, 0, -17, -73
"e:\enLearn\packages\tldraw-vue\USAGE_API.md", "Markdown", 0, 0, 0, 0, 0, -2188, 0, 0, 0, 0, 0, 0, 0, 0, -414, -2602
"e:\enLearn\packages\tldraw-vue\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, -1, -13
"e:\enLearn\packages\tldraw-vue\internal\config\tsconfig.base.json", "JSON", 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -37
"e:\enLearn\packages\tldraw-vue\package.json", "JSON", 0, 0, 0, -83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -84
"e:\enLearn\packages\tldraw-vue\packages\editor\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2
"e:\enLearn\packages\tldraw-vue\packages\editor\README.md", "Markdown", 0, 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, -19, -38
"e:\enLearn\packages\tldraw-vue\packages\editor\api-extractor.json", "JSON", 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"e:\enLearn\packages\tldraw-vue\packages\editor\api-report.api.md", "Markdown", 0, 0, 0, 0, 0, -5001, 0, 0, 0, 0, 0, 0, 0, 0, -433, -5434
"e:\enLearn\packages\tldraw-vue\packages\editor\editor.css", "CSS", 0, 0, 0, 0, 0, 0, -1266, 0, 0, 0, 0, 0, 0, -128, -185, -1579
"e:\enLearn\packages\tldraw-vue\packages\editor\modules.d.ts", "TypeScript", -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"e:\enLearn\packages\tldraw-vue\packages\editor\package.json", "JSON", 0, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -91
"e:\enLearn\packages\tldraw-vue\packages\editor\setupTests.js", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -1, -5, -29
"e:\enLearn\packages\tldraw-vue\packages\editor\setupVitest.js", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -10, -10, -67
"e:\enLearn\packages\tldraw-vue\packages\editor\src\index.ts", "TypeScript", -493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -5, -505
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\TldrawEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -537, 0, 0, 0, -194, -89, -820
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\ErrorBoundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, -3, -11, -58
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\HTMLContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, -2, -3, -15
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\MenuClickCapture.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -162, 0, 0, 0, -27, -19, -208
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\SVGContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, -2, -3, -15
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\Shape.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -197, 0, 0, 0, -54, -33, -284
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\CanvasOverlays.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -170, 0, 0, 0, -13, -26, -209
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultBackground.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, -1, -1, -5
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultCanvas.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -307, 0, 0, 0, -14, -44, -365
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultErrorFallback.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -197, 0, 0, 0, -21, -15, -233
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, 0, -2, -4, -48
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultLoadingScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, 0, 0, -1, -2, -12
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultShapeErrorFallback.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, 0, -2, -3, -11
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultShapeWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, 0, 0, 0, -5, -4, -36
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultSpinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, 0, -1, -2, -21
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\components\default-components\DefaultSvgDefs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, -1, -1, -5
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\TLEditorSnapshot.test.ts", "TypeScript", -187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -54, -245
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\TLEditorSnapshot.ts", "TypeScript", -71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -12, -108
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\TLSessionStateSnapshot.ts", "TypeScript", -255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, -27, -333
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\TLUserPreferences.test.ts", "TypeScript", -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -6, -42
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\TLUserPreferences.ts", "TypeScript", -230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -36, -283
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\createTLCurrentUser.ts", "TypeScript", -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -6, -58
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\createTLStore.ts", "TypeScript", -154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -22, -209
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\defaultAssets.ts", "TypeScript", -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5, -20
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\defaultBindings.ts", "TypeScript", -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5, -20
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\config\defaultShapes.ts", "TypeScript", -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -7, -34
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\constants.ts", "TypeScript", -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -6, -34
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\Editor.test.ts", "TypeScript", -1011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -128, -233, -1372
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\Editor.ts", "TypeScript", -6698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3759, -1343, -11800
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\assets\AssetUtil.ts", "TypeScript", -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -11, -86
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\bindings\BindingUtil.ts", "TypeScript", -61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -195, -23, -279
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\derivations\bindingsIndex.ts", "TypeScript", -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -20, -108
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\derivations\notVisibleShapes.ts", "TypeScript", -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -11, -73
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\derivations\parentsToChildren.ts", "TypeScript", -93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -22, -124
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\derivations\shapeIdsInCurrentPage.ts", "TypeScript", -72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -14, -99
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\ClickManager\ClickManager.test.ts", "TypeScript", -310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -92, -410
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\ClickManager\ClickManager.ts", "TypeScript", -126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -25, -174
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\CollaboratorsManager\CollaboratorsManager.test.ts", "TypeScript", -129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -28, -160
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\CollaboratorsManager\CollaboratorsManager.ts", "TypeScript", -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -18, -130
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\EdgeScrollManager\EdgeScrollManager.test.ts", "TypeScript", -305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -69, -391
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\EdgeScrollManager\EdgeScrollManager.ts", "TypeScript", -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -17, -142
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\EditorManager.test.ts", "TypeScript", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -52
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\EditorManager.ts", "TypeScript", -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, -6, -61
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\FocusManager\FocusManager.test.ts", "TypeScript", -339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -107, -466
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\FocusManager\FocusManager.ts", "TypeScript", -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -11, -90
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\FontManager\FontManager.test.ts", "TypeScript", -324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -74, -407
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\FontManager\FontManager.ts", "TypeScript", -212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -31, -267
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\HistoryManager\HistoryManager.test.ts", "TypeScript", -715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -173, -911
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\HistoryManager\HistoryManager.ts", "TypeScript", -341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -69, -433
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\InputsManager\InputsManager.test.ts", "TypeScript", -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -62
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\InputsManager\InputsManager.ts", "TypeScript", -327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -225, -45, -597
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\PerformanceManager\PerformanceApiAdapter.ts", "TypeScript", -56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -8, -83
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\PerformanceManager\PerformanceManager.test.ts", "TypeScript", -413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -94, -523
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\PerformanceManager\PerformanceManager.ts", "TypeScript", -463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59, -62, -584
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\PerformanceManager\perf-types.ts", "TypeScript", -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -106, -11, -197
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\ScribbleManager\ScribbleManager.ts", "TypeScript", -378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -128, -65, -571
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\SnapManager\BoundsSnaps.ts", "TypeScript", -965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -178, -128, -1271
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\SnapManager\HandleSnaps.ts", "TypeScript", -204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -42, -288
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\SnapManager\SnapManager.test.ts", "TypeScript", -419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -88, -516
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\SnapManager\SnapManager.ts", "TypeScript", -81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -18, -110
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\SpatialIndexManager\RBushIndex.ts", "TypeScript", -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, -14, -130
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\SpatialIndexManager\SpatialIndexManager.ts", "TypeScript", -202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -101, -33, -336
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\TextManager\TextManager.test.ts", "TypeScript", -424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -70, -508
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\TextManager\TextManager.ts", "TypeScript", -340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, -65, -474
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\ThemeManager\ThemeManager.ts", "TypeScript", -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -14, -117
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\ThemeManager\defaultThemes.ts", "TypeScript", -584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -4, -620
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\TickManager\TickManager.test.ts", "TypeScript", -146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -44, -199
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\TickManager\TickManager.ts", "TypeScript", -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -9, -55
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\UserPreferencesManager\UserPreferencesManager.test.ts", "TypeScript", -519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -137, -671
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\managers\UserPreferencesManager\UserPreferencesManager.ts", "TypeScript", -130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -21, -171
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\overlays\OverlayManager.ts", "TypeScript", -96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -77, -17, -190
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\overlays\OverlayUtil.ts", "TypeScript", -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -91, -15, -149
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\overlays\getOverlayDisplayValues.ts", "TypeScript", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -4, -52
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\overlays\strokeShapeIndicators.ts", "TypeScript", -61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -12, -87
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\BaseBoxShapeUtil.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, 0, 0, 0, -2, -6, -40
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\BaseFrameLikeShapeUtil.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, 0, 0, 0, -48, -15, -134
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\ShapeUtil.ts", "TypeScript", -284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -769, -105, -1158
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\group\DashedOutlineBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, 0, 0, -5, -38
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\group\GroupShapeUtil.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -114, 0, 0, 0, -3, -25, -142
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\shared\getPerfectDashProps.ts", "TypeScript", -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -13, -116
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\shared\resizeBox.ts", "TypeScript", -117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -11, -130
"e:\enLearn\packages\tldraw-vue\packages\editor\src\lib\editor\shapes\shared\resizeScaled.ts", "TypeScript", -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -6, -62
